mechanism,n,domain,protocol,epsilon_h,epsilon_c,lambda,deposit_multiplier,deadline_sec,premium,k_bits,honest_payoff,fraud_payoff,deterrence,ic
TEEOnly,100000,2,brr,2.0,8.0,0.5,0.5,0.2,0.324445,30,99.460954,99.042066,0.943334,1
AuditSlash,100000,2,brr,2.0,8.0,0.5,0.5,0.2,0.324445,30,99.580954,97.042066,2.943334,1
StrongDeposit,100000,2,brr,2.0,8.0,0.5,0.5,0.2,0.324445,30,99.560954,99.410954,0.574445,1
ReputationOnly,100000,2,brr,2.0,8.0,0.5,0.5,0.2,0.324445,30,99.600954,95.343399,4.642001,1
TEE-PoW,100000,2,brr,2.0,8.0,0.5,0.5,0.2,0.324445,30,99.656954,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,2.0,8.0,0.5,0.5,0.2,0.324445,30,99.618954,-42.170158,142.155557,1
NoVerify,100000,2,brr,2.0,8.0,0.5,1.0,0.2,0.324445,30,99.660954,99.985399,0.000000,0
DirectAttest,100000,2,brr,2.0,8.0,0.5,1.0,0.2,0.324445,30,99.560954,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,2.0,8.0,0.5,1.0,0.2,0.324445,30,99.540954,-2.000000,101.985399,1
TEEOnly,100000,2,brr,2.0,8.0,0.5,1.0,0.2,0.324445,30,99.460954,99.042066,0.943334,1
AuditSlash,100000,2,brr,2.0,8.0,0.5,1.0,0.2,0.324445,30,99.580954,96.977177,3.008223,1
StrongDeposit,100000,2,brr,2.0,8.0,0.5,1.0,0.2,0.324445,30,99.560954,99.410954,0.574445,1
ReputationOnly,100000,2,brr,2.0,8.0,0.5,1.0,0.2,0.324445,30,99.600954,95.343399,4.642001,1
TEE-PoW,100000,2,brr,2.0,8.0,0.5,1.0,0.2,0.324445,30,99.656954,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,2.0,8.0,0.5,1.0,0.2,0.324445,30,99.618954,-42.259380,142.244780,1
NoVerify,100000,2,brr,2.0,8.0,1.0,0.0,0.2,0.324445,30,99.660954,99.985399,0.000000,0
DirectAttest,100000,2,brr,2.0,8.0,1.0,0.0,0.2,0.324445,30,99.560954,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,2.0,8.0,1.0,0.0,0.2,0.324445,30,99.540954,-2.000000,101.985399,1
TEEOnly,100000,2,brr,2.0,8.0,1.0,0.0,0.2,0.324445,30,99.460954,99.042066,0.943334,1
AuditSlash,100000,2,brr,2.0,8.0,1.0,0.0,0.2,0.324445,30,99.580954,97.106955,2.878445,1
StrongDeposit,100000,2,brr,2.0,8.0,1.0,0.0,0.2,0.324445,30,99.560954,99.410954,0.574445,1
ReputationOnly,100000,2,brr,2.0,8.0,1.0,0.0,0.2,0.324445,30,99.600954,95.343399,4.642001,1
TEE-PoW,100000,2,brr,2.0,8.0,1.0,0.0,0.2,0.324445,30,99.656954,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,2.0,8.0,1.0,0.0,0.2,0.324445,30,99.618954,-42.080935,142.066335,1
NoVerify,100000,2,brr,2.0,8.0,1.0,0.5,0.2,0.324445,30,99.660954,99.985399,0.000000,0
DirectAttest,100000,2,brr,2.0,8.0,1.0,0.5,0.2,0.324445,30,99.560954,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,2.0,8.0,1.0,0.5,0.2,0.324445,30,99.540954,-2.000000,101.985399,1
TEEOnly,100000,2,brr,2.0,8.0,1.0,0.5,0.2,0.324445,30,99.460954,99.042066,0.943334,1
AuditSlash,100000,2,brr,2.0,8.0,1.0,0.5,0.2,0.324445,30,99.580954,97.042066,2.943334,1
StrongDeposit,100000,2,brr,2.0,8.0,1.0,0.5,0.2,0.324445,30,99.560954,99.410954,0.574445,1
ReputationOnly,100000,2,brr,2.0,8.0,1.0,0.5,0.2,0.324445,30,99.600954,95.343399,4.642001,1
TEE-PoW,100000,2,brr,2.0,8.0,1.0,0.5,0.2,0.324445,30,99.656954,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,2.0,8.0,1.0,0.5,0.2,0.324445,30,99.618954,-42.170158,142.155557,1
NoVerify,100000,2,brr,2.0,8.0,1.0,1.0,0.2,0.324445,30,99.660954,99.985399,0.000000,0
DirectAttest,100000,2,brr,2.0,8.0,1.0,1.0,0.2,0.324445,30,99.560954,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,2.0,8.0,1.0,1.0,0.2,0.324445,30,99.540954,-2.000000,101.985399,1
TEEOnly,100000,2,brr,2.0,8.0,1.0,1.0,0.2,0.324445,30,99.460954,99.042066,0.943334,1
AuditSlash,100000,2,brr,2.0,8.0,1.0,1.0,0.2,0.324445,30,99.580954,96.977177,3.008223,1
StrongDeposit,100000,2,brr,2.0,8.0,1.0,1.0,0.2,0.324445,30,99.560954,99.410954,0.574445,1
ReputationOnly,100000,2,brr,2.0,8.0,1.0,1.0,0.2,0.324445,30,99.600954,95.343399,4.642001,1
TEE-PoW,100000,2,brr,2.0,8.0,1.0,1.0,0.2,0.324445,30,99.656954,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,2.0,8.0,1.0,1.0,0.2,0.324445,30,99.618954,-42.259380,142.244780,1
NoVerify,100000,2,brr,2.0,8.0,2.0,0.0,0.2,0.324445,30,99.660954,99.985399,0.000000,0
DirectAttest,100000,2,brr,2.0,8.0,2.0,0.0,0.2,0.324445,30,99.560954,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,2.0,8.0,2.0,0.0,0.2,0.324445,30,99.540954,-2.000000,101.985399,1
TEEOnly,100000,2,brr,2.0,8.0,2.0,0.0,0.2,0.324445,30,99.460954,99.042066,0.943334,1
AuditSlash,100000,2,brr,2.0,8.0,2.0,0.0,0.2,0.324445,30,99.580954,97.106955,2.878445,1
StrongDeposit,100000,2,brr,2.0,8.0,2.0,0.0,0.2,0.324445,30,99.560954,99.410954,0.574445,1
ReputationOnly,100000,2,brr,2.0,8.0,2.0,0.0,0.2,0.324445,30,99.600954,95.343399,4.642001,1
TEE-PoW,100000,2,brr,2.0,8.0,2.0,0.0,0.2,0.324445,30,99.656954,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,2.0,8.0,2.0,0.0,0.2,0.324445,30,99.618954,-42.080935,142.066335,1
NoVerify,100000,2,brr,2.0,8.0,2.0,0.5,0.2,0.324445,30,99.660954,99.985399,0.000000,0
DirectAttest,100000,2,brr,2.0,8.0,2.0,0.5,0.2,0.324445,30,99.560954,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,2.0,8.0,2.0,0.5,0.2,0.324445,30,99.540954,-2.000000,101.985399,1
TEEOnly,100000,2,brr,2.0,8.0,2.0,0.5,0.2,0.324445,30,99.460954,99.042066,0.943334,1
AuditSlash,100000,2,brr,2.0,8.0,2.0,0.5,0.2,0.324445,30,99.580954,97.042066,2.943334,1
StrongDeposit,100000,2,brr,2.0,8.0,2.0,0.5,0.2,0.324445,30,99.560954,99.410954,0.574445,1
ReputationOnly,100000,2,brr,2.0,8.0,2.0,0.5,0.2,0.324445,30,99.600954,95.343399,4.642001,1
TEE-PoW,100000,2,brr,2.0,8.0,2.0,0.5,0.2,0.324445,30,99.656954,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,2.0,8.0,2.0,0.5,0.2,0.324445,30,99.618954,-42.170158,142.155557,1
NoVerify,100000,2,brr,2.0,8.0,2.0,1.0,0.2,0.324445,30,99.660954,99.985399,0.000000,0
DirectAttest,100000,2,brr,2.0,8.0,2.0,1.0,0.2,0.324445,30,99.560954,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,2.0,8.0,2.0,1.0,0.2,0.324445,30,99.540954,-2.000000,101.985399,1
TEEOnly,100000,2,brr,2.0,8.0,2.0,1.0,0.2,0.324445,30,99.460954,99.042066,0.943334,1
AuditSlash,100000,2,brr,2.0,8.0,2.0,1.0,0.2,0.324445,30,99.580954,96.977177,3.008223,1
StrongDeposit,100000,2,brr,2.0,8.0,2.0,1.0,0.2,0.324445,30,99.560954,99.410954,0.574445,1
ReputationOnly,100000,2,brr,2.0,8.0,2.0,1.0,0.2,0.324445,30,99.600954,95.343399,4.642001,1
TEE-PoW,100000,2,brr,2.0,8.0,2.0,1.0,0.2,0.324445,30,99.656954,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,2.0,8.0,2.0,1.0,0.2,0.324445,30,99.618954,-42.259380,142.244780,1
NoVerify,100000,2,brr,4.0,8.0,0.25,0.0,0.2,0.095260,26,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,0.25,0.0,0.2,0.095260,26,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,0.25,0.0,0.2,0.095260,26,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,0.25,0.0,0.2,0.095260,26,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,0.25,0.0,0.2,0.095260,26,99.810140,97.233007,2.752393,1
StrongDeposit,100000,2,brr,4.0,8.0,0.25,0.0,0.2,0.095260,26,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,0.25,0.0,0.2,0.095260,26,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,0.25,0.0,0.2,0.095260,26,99.886140,-7.894251,107.879651,1
Deposit+PoW,100000,2,brr,4.0,8.0,0.25,0.0,0.2,0.095260,26,99.848140,25.698444,74.286956,1
NoVerify,100000,2,brr,4.0,8.0,0.25,0.5,0.2,0.095260,26,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,0.25,0.5,0.2,0.095260,26,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,0.25,0.5,0.2,0.095260,26,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,0.25,0.5,0.2,0.095260,26,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,0.25,0.5,0.2,0.095260,26,99.810140,97.213955,2.771445,1
StrongDeposit,100000,2,brr,4.0,8.0,0.25,0.5,0.2,0.095260,26,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,0.25,0.5,0.2,0.095260,26,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,0.25,0.5,0.2,0.095260,26,99.886140,-7.894251,107.879651,1
Deposit+PoW,100000,2,brr,4.0,8.0,0.25,0.5,0.2,0.095260,26,99.848140,25.672248,74.313152,1
NoVerify,100000,2,brr,4.0,8.0,0.25,1.0,0.2,0.095260,26,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,0.25,1.0,0.2,0.095260,26,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,0.25,1.0,0.2,0.095260,26,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,0.25,1.0,0.2,0.095260,26,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,0.25,1.0,0.2,0.095260,26,99.810140,97.194903,2.790497,1
StrongDeposit,100000,2,brr,4.0,8.0,0.25,1.0,0.2,0.095260,26,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,0.25,1.0,0.2,0.095260,26,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,0.25,1.0,0.2,0.095260,26,99.886140,-7.894251,107.879651,1
Deposit+PoW,100000,2,brr,4.0,8.0,0.25,1.0,0.2,0.095260,26,99.848140,25.646051,74.339348,1
NoVerify,100000,2,brr,4.0,8.0,0.5,0.0,0.2,0.095260,30,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,0.5,0.0,0.2,0.095260,30,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,0.5,0.0,0.2,0.095260,30,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,0.5,0.0,0.2,0.095260,30,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,0.5,0.0,0.2,0.095260,30,99.810140,97.233007,2.752393,1
StrongDeposit,100000,2,brr,4.0,8.0,0.5,0.0,0.2,0.095260,30,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,0.5,0.0,0.2,0.095260,30,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,0.5,0.0,0.2,0.095260,30,99.886140,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,4.0,8.0,0.5,0.0,0.2,0.095260,30,99.848140,-42.080935,142.066335,1
NoVerify,100000,2,brr,4.0,8.0,0.5,0.5,0.2,0.095260,30,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,0.5,0.5,0.2,0.095260,30,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,0.5,0.5,0.2,0.095260,30,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,0.5,0.5,0.2,0.095260,30,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,0.5,0.5,0.2,0.095260,30,99.810140,97.213955,2.771445,1
StrongDeposit,100000,2,brr,4.0,8.0,0.5,0.5,0.2,0.095260,30,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,0.5,0.5,0.2,0.095260,30,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,0.5,0.5,0.2,0.095260,30,99.886140,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,4.0,8.0,0.5,0.5,0.2,0.095260,30,99.848140,-42.107132,142.092531,1
NoVerify,100000,2,brr,4.0,8.0,0.5,1.0,0.2,0.095260,30,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,0.5,1.0,0.2,0.095260,30,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,0.5,1.0,0.2,0.095260,30,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,0.5,1.0,0.2,0.095260,30,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,0.5,1.0,0.2,0.095260,30,99.810140,97.194903,2.790497,1
StrongDeposit,100000,2,brr,4.0,8.0,0.5,1.0,0.2,0.095260,30,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,0.5,1.0,0.2,0.095260,30,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,0.5,1.0,0.2,0.095260,30,99.886140,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,4.0,8.0,0.5,1.0,0.2,0.095260,30,99.848140,-42.133328,142.118728,1
NoVerify,100000,2,brr,4.0,8.0,1.0,0.0,0.2,0.095260,30,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,1.0,0.0,0.2,0.095260,30,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,1.0,0.0,0.2,0.095260,30,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,1.0,0.0,0.2,0.095260,30,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,1.0,0.0,0.2,0.095260,30,99.810140,97.233007,2.752393,1
StrongDeposit,100000,2,brr,4.0,8.0,1.0,0.0,0.2,0.095260,30,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,1.0,0.0,0.2,0.095260,30,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,1.0,0.0,0.2,0.095260,30,99.886140,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,4.0,8.0,1.0,0.0,0.2,0.095260,30,99.848140,-42.080935,142.066335,1
NoVerify,100000,2,brr,4.0,8.0,1.0,0.5,0.2,0.095260,30,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,1.0,0.5,0.2,0.095260,30,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,1.0,0.5,0.2,0.095260,30,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,1.0,0.5,0.2,0.095260,30,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,1.0,0.5,0.2,0.095260,30,99.810140,97.213955,2.771445,1
StrongDeposit,100000,2,brr,4.0,8.0,1.0,0.5,0.2,0.095260,30,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,1.0,0.5,0.2,0.095260,30,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,1.0,0.5,0.2,0.095260,30,99.886140,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,4.0,8.0,1.0,0.5,0.2,0.095260,30,99.848140,-42.107132,142.092531,1
NoVerify,100000,2,brr,4.0,8.0,1.0,1.0,0.2,0.095260,30,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,1.0,1.0,0.2,0.095260,30,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,1.0,1.0,0.2,0.095260,30,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,1.0,1.0,0.2,0.095260,30,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,1.0,1.0,0.2,0.095260,30,99.810140,97.194903,2.790497,1
StrongDeposit,100000,2,brr,4.0,8.0,1.0,1.0,0.2,0.095260,30,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,1.0,1.0,0.2,0.095260,30,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,1.0,1.0,0.2,0.095260,30,99.886140,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,4.0,8.0,1.0,1.0,0.2,0.095260,30,99.848140,-42.133328,142.118728,1
NoVerify,100000,2,brr,4.0,8.0,2.0,0.0,0.2,0.095260,30,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,2.0,0.0,0.2,0.095260,30,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,2.0,0.0,0.2,0.095260,30,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,2.0,0.0,0.2,0.095260,30,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,2.0,0.0,0.2,0.095260,30,99.810140,97.233007,2.752393,1
StrongDeposit,100000,2,brr,4.0,8.0,2.0,0.0,0.2,0.095260,30,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,2.0,0.0,0.2,0.095260,30,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,2.0,0.0,0.2,0.095260,30,99.886140,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,4.0,8.0,2.0,0.0,0.2,0.095260,30,99.848140,-42.080935,142.066335,1
NoVerify,100000,2,brr,4.0,8.0,2.0,0.5,0.2,0.095260,30,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,2.0,0.5,0.2,0.095260,30,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,2.0,0.5,0.2,0.095260,30,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,2.0,0.5,0.2,0.095260,30,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,2.0,0.5,0.2,0.095260,30,99.810140,97.213955,2.771445,1
StrongDeposit,100000,2,brr,4.0,8.0,2.0,0.5,0.2,0.095260,30,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,2.0,0.5,0.2,0.095260,30,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,2.0,0.5,0.2,0.095260,30,99.886140,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,4.0,8.0,2.0,0.5,0.2,0.095260,30,99.848140,-42.107132,142.092531,1
NoVerify,100000,2,brr,4.0,8.0,2.0,1.0,0.2,0.095260,30,99.890140,99.985399,0.000000,0
DirectAttest,100000,2,brr,4.0,8.0,2.0,1.0,0.2,0.095260,30,99.790140,-1.000000,100.985399,1
RejectMismatch,100000,2,brr,4.0,8.0,2.0,1.0,0.2,0.095260,30,99.770140,-2.000000,101.985399,1
TEEOnly,100000,2,brr,4.0,8.0,2.0,1.0,0.2,0.095260,30,99.690140,99.213955,0.771445,1
AuditSlash,100000,2,brr,4.0,8.0,2.0,1.0,0.2,0.095260,30,99.810140,97.194903,2.790497,1
StrongDeposit,100000,2,brr,4.0,8.0,2.0,1.0,0.2,0.095260,30,99.790140,99.640140,0.345260,1
ReputationOnly,100000,2,brr,4.0,8.0,2.0,1.0,0.2,0.095260,30,99.830140,95.549666,4.435734,1
TEE-PoW,100000,2,brr,4.0,8.0,2.0,1.0,0.2,0.095260,30,99.886140,-131.053365,231.038764,1
Deposit+PoW,100000,2,brr,4.0,8.0,2.0,1.0,0.2,0.095260,30,99.848140,-42.133328,142.118728,1
NoVerify,100000,32,oue,0.2,0.5,0.25,0.0,0.2,26.731177,14,55.704684,82.435861,0.000000,0
DirectAttest,100000,32,oue,0.2,0.5,0.25,0.0,0.2,26.731177,14,55.604684,-1.000000,83.435861,1
RejectMismatch,100000,32,oue,0.2,0.5,0.25,0.0,0.2,26.731177,14,55.584684,-2.000000,84.435861,1
TEEOnly,100000,32,oue,0.2,0.5,0.25,0.0,0.2,26.731177,14,55.504684,61.687478,20.748383,0
AuditSlash,100000,32,oue,0.2,0.5,0.25,0.0,0.2,26.731177,14,55.624684,65.033714,17.402147,0
StrongDeposit,100000,32,oue,0.2,0.5,0.25,0.0,0.2,26.731177,14,55.604684,55.454684,26.981177,1
ReputationOnly,100000,32,oue,0.2,0.5,0.25,0.0,0.2,26.731177,14,55.644684,54.027802,28.408059,1
TEE-PoW,100000,32,oue,0.2,0.5,0.25,0.0,0.2,26.731177,14,55.700684,82.433453,0.002408,0
Deposit+PoW,100000,32,oue,0.2,0.5,0.25,0.0,0.2,26.731177,14,55.662684,82.434475,0.001386,0
NoVerify,100000,32,oue,0.2,0.5,0.25,0.5,0.2,26.731177,14,55.704684,82.435861,0.000000,0
DirectAttest,100000,32,oue,0.2,0.5,0.25,0.5,0.2,26.731177,14,55.604684,-1.000000,83.435861,1
RejectMismatch,100000,32,oue,0.2,0.5,0.25,0.5,0.2,26.731177,14,55.584684,-2.000000,84.435861,1
TEEOnly,100000,32,oue,0.2,0.5,0.25,0.5,0.2,26.731177,14,55.504684,61.687478,20.748383,0
AuditSlash,100000,32,oue,0.2,0.5,0.25,0.5,0.2,26.731177,14,55.624684,59.687478,22.748383,0
StrongDeposit,100000,32,oue,0.2,0.5,0.25,0.5,0.2,26.731177,14,55.604684,55.454684,26.981177,1
ReputationOnly,100000,32,oue,0.2,0.5,0.25,0.5,0.2,26.731177,14,55.644684,54.027802,28.408059,1
TEE-PoW,100000,32,oue,0.2,0.5,0.25,0.5,0.2,26.731177,14,55.700684,82.433453,0.002408,0
Deposit+PoW,100000,32,oue,0.2,0.5,0.25,0.5,0.2,26.731177,14,55.662684,75.083402,7.352459,0
NoVerify,100000,32,oue,0.2,0.5,0.25,1.0,0.2,26.731177,14,55.704684,82.435861,0.000000,0
DirectAttest,100000,32,oue,0.2,0.5,0.25,1.0,0.2,26.731177,14,55.604684,-1.000000,83.435861,1
RejectMismatch,100000,32,oue,0.2,0.5,0.25,1.0,0.2,26.731177,14,55.584684,-2.000000,84.435861,1
TEEOnly,100000,32,oue,0.2,0.5,0.25,1.0,0.2,26.731177,14,55.504684,61.687478,20.748383,0
AuditSlash,100000,32,oue,0.2,0.5,0.25,1.0,0.2,26.731177,14,55.624684,54.341243,28.094618,1
StrongDeposit,100000,32,oue,0.2,0.5,0.25,1.0,0.2,26.731177,14,55.604684,55.454684,26.981177,1
ReputationOnly,100000,32,oue,0.2,0.5,0.25,1.0,0.2,26.731177,14,55.644684,54.027802,28.408059,1
TEE-PoW,100000,32,oue,0.2,0.5,0.25,1.0,0.2,26.731177,14,55.700684,82.433453,0.002408,0
Deposit+PoW,100000,32,oue,0.2,0.5,0.25,1.0,0.2,26.731177,14,55.662684,67.732328,14.703533,0
NoVerify,100000,32,oue,0.2,0.5,0.5,0.0,0.2,26.731177,15,55.704684,82.435861,0.000000,0
DirectAttest,100000,32,oue,0.2,0.5,0.5,0.0,0.2,26.731177,15,55.604684,-1.000000,83.435861,1
RejectMismatch,100000,32,oue,0.2,0.5,0.5,0.0,0.2,26.731177,15,55.584684,-2.000000,84.435861,1
TEEOnly,100000,32,oue,0.2,0.5,0.5,0.0,0.2,26.731177,15,55.504684,61.687478,20.748383,0
AuditSlash,100000,32,oue,0.2,0.5,0.5,0.0,0.2,26.731177,15,55.624684,65.033714,17.402147,0
StrongDeposit,100000,32,oue,0.2,0.5,0.5,0.0,0.2,26.731177,15,55.604684,55.454684,26.981177,1
ReputationOnly,100000,32,oue,0.2,0.5,0.5,0.0,0.2,26.731177,15,55.644684,54.027802,28.408059,1
TEE-PoW,100000,32,oue,0.2,0.5,0.5,0.0,0.2,26.731177,15,55.700684,82.248420,0.187441,0
Deposit+PoW,100000,32,oue,0.2,0.5,0.5,0.0,0.2,26.731177,15,55.662684,82.305252,0.130609,0
NoVerify,100000,32,oue,0.2,0.5,0.5,0.5,0.2,26.731177,15,55.704684,82.435861,0.000000,0
DirectAttest,100000,32,oue,0.2,0.5,0.5,0.5,0.2,26.731177,15,55.604684,-1.000000,83.435861,1
RejectMismatch,100000,32,oue,0.2,0.5,0.5,0.5,0.2,26.731177,15,55.584684,-2.000000,84.435861,1
TEEOnly,100000,32,oue,0.2,0.5,0.5,0.5,0.2,26.731177,15,55.504684,61.687478,20.748383,0
AuditSlash,100000,32,oue,0.2,0.5,0.5,0.5,0.2,26.731177,15,55.624684,59.687478,22.748383,0
StrongDeposit,100000,32,oue,0.2,0.5,0.5,0.5,0.2,26.731177,15,55.604684,55.454684,26.981177,1
ReputationOnly,100000,32,oue,0.2,0.5,0.5,0.5,0.2,26.731177,15,55.644684,54.027802,28.408059,1
TEE-PoW,100000,32,oue,0.2,0.5,0.5,0.5,0.2,26.731177,15,55.700684,82.248420,0.187441,0
Deposit+PoW,100000,32,oue,0.2,0.5,0.5,0.5,0.2,26.731177,15,55.662684,74.954179,7.481682,0
NoVerify,100000,32,oue,0.2,0.5,0.5,1.0,0.2,26.731177,15,55.704684,82.435861,0.000000,0
DirectAttest,100000,32,oue,0.2,0.5,0.5,1.0,0.2,26.731177,15,55.604684,-1.000000,83.435861,1
RejectMismatch,100000,32,oue,0.2,0.5,0.5,1.0,0.2,26.731177,15,55.584684,-2.000000,84.435861,1
TEEOnly,100000,32,oue,0.2,0.5,0.5,1.0,0.2,26.731177,15,55.504684,61.687478,20.748383,0
AuditSlash,100000,32,oue,0.2,0.5,0.5,1.0,0.2,26.731177,15,55.624684,54.341243,28.094618,1
StrongDeposit,100000,32,oue,0.2,0.5,0.5,1.0,0.2,26.731177,15,55.604684,55.454684,26.981177,1
ReputationOnly,100000,32,oue,0.2,0.5,0.5,1.0,0.2,26.731177,15,55.644684,54.027802,28.408059,1
TEE-PoW,100000,32,oue,0.2,0.5,0.5,1.0,0.2,26.731177,15,55.700684,82.248420,0.187441,0
Deposit+PoW,100000,32,oue,0.2,0.5,0.5,1.0,0.2,26.731177,15,55.662684,67.603105,14.832756,0
NoVerify,100000,32,oue,0.2,0.5,1.0,0.0,0.2,26.731177,18,55.704684,82.435861,0.000000,0
